step,training_loss,examples,groups,gain_log_mae,gain_log_rmse,gain_relative_mae,gain_relative_rmse,gain_prediction_bias_log,top1_accuracy,mean_selection_regret_log,positive_target_fraction,plane_count_min,plane_count_max,plane_count_mean
2500,0.15619468688964844,2048,128,0.21035818755626678,0.4770984947681427,65.68033599853516,823.610107421875,-0.003916285000741482,0.5234375,0.10658668397809379,0.93115234375,1,1192,62.82077205882353
2750,0.020498305559158325,2048,128,0.25384247303009033,0.6736502647399902,70.03092956542969,864.8837890625,-0.14378130435943604,0.53125,0.10791981607326306,0.93115234375,1,1192,62.82077205882353
3000,0.014248756691813469,2048,128,0.161428764462471,0.3814994990825653,46.48067092895508,605.0385131835938,0.0014122836291790009,0.5,0.10709774313727394,0.93115234375,1,1192,62.82077205882353
3250,0.11485810577869415,2048,128,0.18645413219928741,0.47606533765792847,300.3741760253906,4198.96630859375,-0.0069786617532372475,0.5,0.10494477601605467,0.93115234375,1,1192,62.82077205882353
3500,0.054368242621421814,2048,128,0.2699812352657318,0.5539273023605347,782.451416015625,12017.1494140625,0.2040906548500061,0.484375,0.10053044429514557,0.93115234375,1,1192,62.82077205882353
3750,0.30854499340057373,2048,128,0.2106926441192627,0.5897136926651001,2184.13916015625,31197.828125,0.07595372945070267,0.5234375,0.11698217786033638,0.93115234375,1,1192,62.82077205882353
4000,0.010342654772102833,2048,128,0.2218499481678009,0.5514259934425354,727.1853637695312,10114.4384765625,-0.037786804139614105,0.4453125,0.13654838895308785,0.93115234375,1,1192,62.82077205882353
4250,0.010465390980243683,2048,128,0.15989191830158234,0.3297146260738373,43.2708854675293,565.8129272460938,0.03312504664063454,0.4609375,0.11662923271069303,0.93115234375,1,1192,62.82077205882353
4500,0.02093103900551796,2048,128,0.21894633769989014,0.4599702060222626,392.9176330566406,5143.83935546875,0.11594925820827484,0.4765625,0.10352521145250648,0.93115234375,1,1192,62.82077205882353
4750,0.10226186364889145,2048,128,0.16779425740242004,0.36622509360313416,40.59243392944336,436.0398254394531,0.04561176896095276,0.5078125,0.09889926831237972,0.93115234375,1,1192,62.82077205882353
5000,15.545294761657715,2048,128,0.15859723091125488,0.3790595233440399,40.39274978637695,527.5276489257812,-0.08513655513525009,0.5,0.1243623775371816,0.93115234375,1,1192,62.82077205882353
5250,0.17785845696926117,2048,128,0.16945500671863556,0.4272979199886322,66.42339324951172,838.9016723632812,-0.05064120888710022,0.484375,0.0965097745647654,0.93115234375,1,1192,62.82077205882353
5500,0.24355554580688477,2048,128,0.15540114045143127,0.40053972601890564,636.1845703125,9976.845703125,0.0007764352485537529,0.484375,0.09694563251105137,0.93115234375,1,1192,62.82077205882353
5750,0.40931668877601624,2048,128,0.2454923391342163,0.7191914916038513,6224.90185546875,132710.046875,0.07090850174427032,0.5,0.10024191936827265,0.93115234375,1,1192,62.82077205882353
6000,0.007341550197452307,2048,128,0.14825016260147095,0.3452031910419464,113.06982421875,1717.8450927734375,0.016024162992835045,0.546875,0.08135508152190596,0.93115234375,1,1192,62.82077205882353
6250,0.05891464650630951,2048,128,0.20809593796730042,0.43312868475914,47.915550231933594,641.0691528320312,0.07409445941448212,0.4921875,0.10522411178681068,0.93115234375,1,1192,62.82077205882353
6500,0.2687828838825226,2048,128,0.20682525634765625,0.42498305439949036,48.875797271728516,638.0782470703125,0.12223365157842636,0.5078125,0.10021165831130929,0.93115234375,1,1192,62.82077205882353
6750,0.002420777454972267,2048,128,0.15822312235832214,0.3541235029697418,57.65293884277344,770.441162109375,0.033005040138959885,0.53125,0.09090744666173123,0.93115234375,1,1192,62.82077205882353
7000,0.013272179290652275,2048,128,0.15456902980804443,0.3657306730747223,56.53565216064453,776.141845703125,0.004368445836007595,0.5078125,0.09863962582312524,0.93115234375,1,1192,62.82077205882353
7250,0.1380242556333542,2048,128,0.1435672491788864,0.34151047468185425,59.13862228393555,774.1698608398438,0.003420686349272728,0.546875,0.0845521008304786,0.93115234375,1,1192,62.82077205882353
7500,0.002949515590444207,2048,128,0.1338869035243988,0.3263310492038727,57.49271011352539,759.9028930664062,-0.034146279096603394,0.578125,0.08338877066853456,0.93115234375,1,1192,62.82077205882353
7750,0.008484776131808758,2048,128,0.20171882212162018,0.6024272441864014,5037.95849609375,75053.375,-0.011928902938961983,0.5703125,0.07500048039946705,0.93115234375,1,1192,62.82077205882353
8000,0.005912684369832277,2048,128,0.17562584578990936,0.5014051198959351,1610.766845703125,21964.6875,-0.024028468877077103,0.578125,0.07915022558881901,0.93115234375,1,1192,62.82077205882353
8250,0.5175741910934448,2048,128,0.1425596922636032,0.3463076949119568,60.189823150634766,780.4777221679688,-0.06404834985733032,0.5546875,0.09047283438849263,0.93115234375,1,1192,62.82077205882353
8500,0.03495829552412033,2048,128,0.14980632066726685,0.30108290910720825,45.79113006591797,652.6040649414062,0.0634692832827568,0.5625,0.08960642878082581,0.93115234375,1,1192,62.82077205882353
8750,0.04535917937755585,2048,128,0.12182080745697021,0.29610759019851685,51.57352828979492,691.9290161132812,-0.0357927568256855,0.5546875,0.08171225702972151,0.93115234375,1,1192,62.82077205882353
9000,0.2093360424041748,2048,128,0.16119293868541718,0.3396471440792084,67.1395263671875,836.5389404296875,0.11105699092149734,0.609375,0.06933397057582624,0.93115234375,1,1192,62.82077205882353
9250,0.5129520893096924,2048,128,0.1254725605249405,0.30728670954704285,183.62538146972656,2605.25,0.010393588803708553,0.6015625,0.0695295152545441,0.93115234375,1,1192,62.82077205882353
9500,0.0023363016080111265,2048,128,0.13952699303627014,0.33147889375686646,62.50997543334961,813.2492065429688,-0.0026034340262413025,0.625,0.05819787646760233,0.93115234375,1,1192,62.82077205882353
9750,0.03462478891015053,2048,128,0.14325007796287537,0.4037162661552429,676.1835327148438,8872.79296875,0.04651213064789772,0.625,0.055694354785373434,0.93115234375,1,1192,62.82077205882353
10000,0.0394289530813694,2048,128,0.14512060582637787,0.3544440269470215,61.9707145690918,817.1405029296875,-0.02003001794219017,0.5625,0.07041732029756531,0.93115234375,1,1192,62.82077205882353
10250,0.10684975981712341,2048,128,0.14729106426239014,0.34638547897338867,35.019718170166016,490.59002685546875,-0.10781824588775635,0.6015625,0.06401130626909435,0.93115234375,1,1192,62.82077205882353
10500,0.01421741396188736,2048,128,0.1438409388065338,0.38811245560646057,532.3121948242188,7841.73046875,-0.0075401365756988525,0.6015625,0.06197852874174714,0.93115234375,1,1192,62.82077205882353
10750,0.023252958431839943,2048,128,0.12905874848365784,0.29894542694091797,45.632808685302734,650.648681640625,-0.06696619838476181,0.6171875,0.0629110780719202,0.93115234375,1,1192,62.82077205882353
11000,0.09656545519828796,2048,128,0.13754592835903168,0.34010905027389526,59.23291015625,680.9497680664062,0.023146996274590492,0.5859375,0.07676823891233653,0.93115234375,1,1192,62.82077205882353
11250,0.12483689934015274,2048,128,0.1295056790113449,0.2991730868816376,37.71381378173828,484.391357421875,0.050651829689741135,0.59375,0.06560911118867807,0.93115234375,1,1192,62.82077205882353
11500,0.015957338735461235,2048,128,0.17893487215042114,0.4944312572479248,69.36576843261719,863.7532348632812,-0.05729686841368675,0.625,0.0697200265713036,0.93115234375,1,1192,62.82077205882353
11750,0.00843722838908434,2048,128,0.12186035513877869,0.2850484251976013,48.857215881347656,677.7162475585938,-0.05316706746816635,0.5859375,0.06582276168046519,0.93115234375,1,1192,62.82077205882353
12000,0.2605412006378174,2048,128,0.11601145565509796,0.27162691950798035,49.73632049560547,700.8140258789062,-0.0038150139153003693,0.578125,0.061661936197197065,0.93115234375,1,1192,62.82077205882353
12250,0.00594735611230135,2048,128,0.14592573046684265,0.3073250353336334,34.375274658203125,470.8147277832031,0.06668075919151306,0.59375,0.06357721358654089,0.93115234375,1,1192,62.82077205882353
12500,0.4022058844566345,2048,128,0.1421704739332199,0.36210083961486816,90.67915344238281,1027.9501953125,0.011456859298050404,0.6171875,0.06287014862755314,0.93115234375,1,1192,62.82077205882353
12750,0.012175500392913818,2048,128,0.11913977563381195,0.28085437417030334,29.4552001953125,365.2392272949219,0.014417149126529694,0.6328125,0.055087024986278266,0.93115234375,1,1192,62.82077205882353
13000,0.015239773318171501,2048,128,0.12147153913974762,0.2868933379650116,32.74480438232422,458.1015319824219,-0.002412645146250725,0.6328125,0.05354494496714324,0.93115234375,1,1192,62.82077205882353
13250,0.0151444710791111,2048,128,0.1836279034614563,0.4818238317966461,298.95562744140625,4593.94873046875,0.11981559544801712,0.6171875,0.06155456369742751,0.93115234375,1,1192,62.82077205882353
13500,0.017497610300779343,2048,128,0.15771466493606567,0.36793845891952515,36.57463836669922,489.10052490234375,-0.11420751363039017,0.640625,0.06377979146782309,0.93115234375,1,1192,62.82077205882353
13750,0.05159435421228409,2048,128,0.1991124004125595,0.6842588782310486,7581.32666015625,102015.9140625,0.02833380736410618,0.6640625,0.04215276543982327,0.93115234375,1,1192,62.82077205882353
14000,0.0050513772293925285,2048,128,0.13080021739006042,0.33474814891815186,277.48846435546875,3767.283447265625,0.0386977344751358,0.640625,0.0530218310886994,0.93115234375,1,1192,62.82077205882353
14250,0.06781360507011414,2048,128,0.11300666630268097,0.25895845890045166,30.218896865844727,396.04791259765625,-0.018762938678264618,0.625,0.05192230598186143,0.93115234375,1,1192,62.82077205882353
14500,0.006293543614447117,2048,128,0.12550294399261475,0.31652724742889404,201.5855255126953,2626.163330078125,0.036160752177238464,0.6171875,0.0562256722478196,0.93115234375,1,1192,62.82077205882353
14750,0.03145972639322281,2048,128,0.12681518495082855,0.27537059783935547,29.569927215576172,401.2685852050781,0.04106049984693527,0.6015625,0.06092312274267897,0.93115234375,1,1192,62.82077205882353
15000,0.013777500949800014,2048,128,0.14922693371772766,0.46317559480667114,2433.5859375,33768.765625,0.013892359100282192,0.6328125,0.045458504697307944,0.93115234375,1,1192,62.82077205882353
15250,0.013449323363602161,2048,128,0.11242768168449402,0.2688545286655426,41.2370491027832,598.0509643554688,-0.024321991950273514,0.625,0.0465434574871324,0.93115234375,1,1192,62.82077205882353
15500,0.020542168989777565,2048,128,0.3045935034751892,1.0472588539123535,121695.0546875,2195851.5,0.08313155174255371,0.6015625,0.05806747582391836,0.93115234375,1,1192,62.82077205882353
15750,0.07685624808073044,2048,128,0.1632843315601349,0.33196473121643066,59.246070861816406,784.5894775390625,0.06359437853097916,0.5703125,0.06371316942386329,0.93115234375,1,1192,62.82077205882353
16000,0.009979158639907837,2048,128,0.11956675350666046,0.28869545459747314,55.0034065246582,743.123291015625,-0.01250133104622364,0.609375,0.05132213525939733,0.93115234375,1,1192,62.82077205882353
16250,0.07310135662555695,2048,128,0.18093839287757874,0.40970224142074585,54.98365783691406,744.643310546875,-0.14414876699447632,0.625,0.049024151638150215,0.93115234375,1,1192,62.82077205882353
16500,0.27934151887893677,2048,128,0.1092405617237091,0.2516622245311737,28.80706214904785,404.9847106933594,0.018613576889038086,0.6328125,0.046404844149947166,0.93115234375,1,1192,62.82077205882353
16750,0.011073099449276924,2048,128,0.17600464820861816,0.3917013704776764,44.418949127197266,554.0533447265625,0.10064723342657089,0.59375,0.06547383457655087,0.93115234375,1,1192,62.82077205882353
17000,0.0010481762001290917,2048,128,0.1579485684633255,0.5096688866615295,2630.447509765625,36402.65625,0.03610019385814667,0.625,0.05858455348061398,0.93115234375,1,1192,62.82077205882353
17250,0.02848447673022747,2048,128,0.12039875984191895,0.30176201462745667,35.1212043762207,422.1543884277344,-0.02894110605120659,0.6171875,0.06393564763129689,0.93115234375,1,1192,62.82077205882353
17500,0.004440534394234419,2048,128,0.11428745090961456,0.2791353166103363,32.31997299194336,353.4169921875,-0.008849101141095161,0.6484375,0.047468222182942554,0.93115234375,1,1192,62.82077205882353
17750,0.024033142253756523,2048,128,0.12802758812904358,0.3094492256641388,35.36300277709961,488.66619873046875,0.007606337778270245,0.640625,0.051093406247673556,0.93115234375,1,1192,62.82077205882353
18000,0.09507525712251663,2048,128,0.1628338098526001,0.5842610001564026,11643.951171875,167881.375,0.018563248217105865,0.640625,0.05117028605309315,0.93115234375,1,1192,62.82077205882353
18250,0.035431113094091415,2048,128,0.1994975209236145,0.5051944255828857,63.942325592041016,817.1430053710938,-0.16987168788909912,0.5546875,0.07932284925482236,0.93115234375,1,1192,62.82077205882353
18500,0.029075853526592255,2048,128,0.12015543133020401,0.28771284222602844,42.312339782714844,471.0025329589844,-0.027218550443649292,0.6171875,0.05757105987868272,0.93115234375,1,1192,62.82077205882353
18750,0.12388144433498383,2048,128,0.12204495072364807,0.2795197069644928,37.2269172668457,565.5118408203125,-0.031100427731871605,0.578125,0.067107312817825,0.93115234375,1,1192,62.82077205882353
19000,0.01842445507645607,2048,128,0.17525295913219452,0.40813255310058594,42.395286560058594,584.1386108398438,0.08270174264907837,0.625,0.05918680792092346,0.93115234375,1,1192,62.82077205882353
19250,0.00394789595156908,2048,128,0.13053858280181885,0.29166650772094727,55.09189987182617,727.9616088867188,0.008192449808120728,0.6328125,0.0522847862157505,0.93115234375,1,1192,62.82077205882353
19500,0.04567069932818413,2048,128,0.20725563168525696,0.3753807842731476,31.970069885253906,417.5695495605469,0.17156824469566345,0.640625,0.05199976297444664,0.93115234375,1,1192,62.82077205882353
19750,0.15561334788799286,2048,128,0.15820881724357605,0.4417699873447418,494.5522155761719,6037.26513671875,0.004698767326772213,0.609375,0.056291649874765426,0.93115234375,1,1192,62.82077205882353
20000,0.023426402360200882,2048,128,0.14394959807395935,0.3530709445476532,54.60353088378906,688.2410278320312,-0.007150659337639809,0.6171875,0.060908542858669534,0.93115234375,1,1192,62.82077205882353
20250,0.0488855317234993,2048,128,0.12597906589508057,0.3060750365257263,49.5370979309082,711.18798828125,0.010730788111686707,0.625,0.0495293190178927,0.93115234375,1,1192,62.82077205882353
20500,0.5377156138420105,2048,128,0.12258296459913254,0.2964740991592407,51.17194366455078,535.497802734375,0.03979657590389252,0.609375,0.05465583089971915,0.93115234375,1,1192,62.82077205882353
20750,0.06435047835111618,2048,128,0.10926036536693573,0.25798919796943665,38.124446868896484,559.0662841796875,-0.028845306485891342,0.6484375,0.048016094136983156,0.93115234375,1,1192,62.82077205882353
21000,0.008791239932179451,2048,128,0.11783070862293243,0.3001764714717865,55.99373245239258,587.3057250976562,0.00915849395096302,0.65625,0.05094049026956782,0.93115234375,1,1192,62.82077205882353
21250,0.1474287062883377,2048,128,0.11572007089853287,0.28617826104164124,75.45594787597656,902.9588623046875,0.036907900124788284,0.640625,0.0487441161822062,0.93115234375,1,1192,62.82077205882353
21500,0.011343380436301231,2048,128,0.16575363278388977,0.44532671570777893,66.29095458984375,836.1224975585938,-0.07513727247714996,0.6328125,0.048057290696306154,0.93115234375,1,1192,62.82077205882353
21750,0.010244408622384071,2048,128,0.11857359856367111,0.2662910223007202,44.88441848754883,627.5285034179688,-0.039000630378723145,0.640625,0.048423848318634555,0.93115234375,1,1192,62.82077205882353
22000,0.01081144716590643,2048,128,0.1260249763727188,0.28360629081726074,57.2577018737793,755.1090087890625,0.0007986351847648621,0.625,0.049757187691284344,0.93115234375,1,1192,62.82077205882353
22250,0.21791112422943115,2048,128,0.20449593663215637,0.5143877863883972,69.41739654541016,866.0210571289062,0.001285811886191368,0.578125,0.06786513095721602,0.93115234375,1,1192,62.82077205882353
22500,0.2075653076171875,2048,128,0.11157280206680298,0.2660314738750458,36.12920379638672,435.42193603515625,0.009066066704690456,0.6015625,0.050825461599742994,0.93115234375,1,1192,62.82077205882353
22750,0.003908692859113216,2048,128,0.11315592378377914,0.2660817503929138,41.079105377197266,600.1102294921875,0.009475845843553543,0.609375,0.049914695002371445,0.93115234375,1,1192,62.82077205882353
23000,0.005037415772676468,2048,128,0.1317276954650879,0.29559314250946045,55.94811248779297,743.2889404296875,-0.0003205612301826477,0.640625,0.044189560518134385,0.93115234375,1,1192,62.82077205882353
23250,0.0126159293577075,2048,128,0.13872842490673065,0.350411593914032,105.49225616455078,1187.910888671875,0.0705222338438034,0.6484375,0.0422676378802862,0.93115234375,1,1192,62.82077205882353
23500,0.33361345529556274,2048,128,0.11103986203670502,0.26829060912132263,43.055908203125,626.0594482421875,-0.030475685372948647,0.6328125,0.04669588495744392,0.93115234375,1,1192,62.82077205882353
23750,0.03495350852608681,2048,128,0.14001528918743134,0.3388024866580963,48.07563781738281,528.6018676757812,0.07928581535816193,0.609375,0.05241126994951628,0.93115234375,1,1192,62.82077205882353
24000,0.06230900436639786,2048,128,0.1718519628047943,0.30856719613075256,51.25678253173828,697.7857055664062,0.09023983776569366,0.625,0.047240901651093736,0.93115234375,1,1192,62.82077205882353
24250,0.4841477572917938,2048,128,0.1200578510761261,0.27343881130218506,47.63721466064453,689.8782958984375,0.029279816895723343,0.6484375,0.04530425471602939,0.93115234375,1,1192,62.82077205882353
24500,0.005628278478980064,2048,128,0.12658068537712097,0.3023093044757843,59.62689971923828,788.35400390625,-0.00621997844427824,0.625,0.051084057631669566,0.93115234375,1,1192,62.82077205882353
