step,training_loss,examples,groups,gain_log_mae,gain_log_rmse,gain_relative_mae,gain_relative_rmse,gain_prediction_bias_log,top1_accuracy,mean_selection_regret_log,positive_target_fraction,negative_prediction_fraction,plane_count_min,plane_count_max,plane_count_mean
6250,0.038821276277303696,2048,256,0.099795863032341,0.25290337204933167,0.9247399568557739,10.902034759521484,0.0032593137584626675,0.6328125,0.04197417533578118,0.78662109375,0.0,1,2230,120.94965277777777
6500,0.06711424887180328,2048,256,0.09381774812936783,0.2503355145454407,0.8510491251945496,9.699896812438965,-0.011644027195870876,0.63671875,0.043003233142371755,0.78662109375,0.0,1,2230,120.94965277777777
6750,0.013287214562296867,2048,256,0.10067500174045563,0.2553081810474396,0.9540082812309265,11.353368759155273,-0.003270082175731659,0.64453125,0.03951086827146355,0.78662109375,0.0,1,2230,120.94965277777777
7000,0.12451938539743423,2048,256,0.09832163155078888,0.25359705090522766,0.9392333030700684,11.011608123779297,-0.002797295805066824,0.6484375,0.041133570739475545,0.78662109375,0.0,1,2230,120.94965277777777
7250,0.03644619509577751,2048,256,0.09949347376823425,0.2656431198120117,0.9252328872680664,11.161092758178711,-0.036444906145334244,0.6328125,0.04680826756521128,0.78662109375,0.0,1,2230,120.94965277777777
7500,0.09158235043287277,2048,256,0.10985620319843292,0.2695537805557251,1.027734637260437,12.103818893432617,0.006132574751973152,0.62109375,0.048727026078267954,0.78662109375,0.0,1,2230,120.94965277777777
7750,0.013907961547374725,2048,256,0.10553830862045288,0.27118226885795593,0.9496973752975464,10.187249183654785,0.017954625189304352,0.65625,0.04216424831247423,0.78662109375,0.0,1,2230,120.94965277777777
8000,0.3891259729862213,2048,256,0.10125940293073654,0.27316197752952576,1.0529991388320923,12.613463401794434,-0.03877949342131615,0.62890625,0.04724813506618375,0.78662109375,0.0,1,2230,120.94965277777777
8250,0.2345421314239502,2048,256,0.09417106956243515,0.2553473114967346,0.8563368916511536,9.77519416809082,-0.01758497767150402,0.65625,0.04232355106069008,0.78662109375,0.0,1,2230,120.94965277777777
8500,0.004524702206254005,2048,256,0.1022220253944397,0.25648942589759827,0.9856835007667542,11.781179428100586,-0.008793413639068604,0.6328125,0.04505071537278127,0.78662109375,0.0,1,2230,120.94965277777777
8750,0.04826849699020386,2048,256,0.10166425257921219,0.27249956130981445,0.8612897992134094,8.920909881591797,-0.011236456222832203,0.609375,0.056085429176164325,0.78662109375,0.0,1,2230,120.94965277777777
9000,0.013769686222076416,2048,256,0.105340875685215,0.26143568754196167,0.9942277073860168,12.028157234191895,0.007592776790261269,0.625,0.0515013172844192,0.78662109375,0.0,1,2230,120.94965277777777
9250,0.031101953238248825,2048,256,0.09596675634384155,0.253494530916214,0.8372138142585754,9.652690887451172,-0.0009129694662988186,0.65625,0.03890204743947834,0.78662109375,0.0,1,2230,120.94965277777777
9500,0.04462471976876259,2048,256,0.1035781055688858,0.25639694929122925,0.9006015062332153,10.279541969299316,0.013304213061928749,0.64453125,0.04165436109906295,0.78662109375,0.0,1,2230,120.94965277777777
9750,0.2785324454307556,2048,256,0.0948953628540039,0.257217139005661,0.8179343938827515,9.446488380432129,-0.025203034281730652,0.63671875,0.044920774445927236,0.78662109375,0.0,1,2230,120.94965277777777
10000,0.016082316637039185,2048,256,0.09658919274806976,0.2627725601196289,0.8474704027175903,9.82568645477295,-0.029396558180451393,0.640625,0.043365201709093526,0.78662109375,0.0,1,2230,120.94965277777777
10250,0.004197404254227877,2048,256,0.09276819229125977,0.2500700056552887,0.8916335105895996,10.624547004699707,-0.024021189659833908,0.640625,0.041805648390436545,0.78662109375,0.0,1,2230,120.94965277777777
10500,0.018984360620379448,2048,256,0.11200526356697083,0.27291178703308105,1.07777738571167,12.550222396850586,0.004944083746522665,0.62890625,0.04466060714912601,0.78662109375,0.0,1,2230,120.94965277777777
10750,0.03644730895757675,2048,256,0.09422652423381805,0.24301844835281372,0.8992468118667603,10.587072372436523,-0.012780210003256798,0.65625,0.04207769530330552,0.78662109375,0.0,1,2230,120.94965277777777
11000,0.02120879478752613,2048,256,0.1009635180234909,0.2493768036365509,0.9151699542999268,10.55650520324707,0.018819428980350494,0.63671875,0.041472245306067634,0.78662109375,0.0,1,2230,120.94965277777777
11250,0.010819757357239723,2048,256,0.09582255780696869,0.25858068466186523,0.8103575110435486,8.528412818908691,-0.011104870587587357,0.65234375,0.04344652601866983,0.78662109375,0.0,1,2230,120.94965277777777
11500,0.01627189852297306,2048,256,0.10122857987880707,0.24554772675037384,0.8064378499984741,9.381478309631348,0.028455546125769615,0.640625,0.036348327637824696,0.78662109375,0.0,1,2230,120.94965277777777
11750,0.010614083148539066,2048,256,0.09702947735786438,0.257656991481781,0.9623304605484009,11.236151695251465,-0.02494996413588524,0.65234375,0.03868476207571803,0.78662109375,0.0,1,2230,120.94965277777777
12000,0.0068089161068201065,2048,256,0.09491627663373947,0.26664578914642334,0.9464299082756042,9.64987850189209,0.0020660823211073875,0.63671875,0.041351431820658036,0.78662109375,0.0,1,2230,120.94965277777777
12250,0.02566431649029255,2048,256,0.09660397469997406,0.25366514921188354,0.9067083597183228,10.437410354614258,-0.017379051074385643,0.64453125,0.04404163168510422,0.78662109375,0.0,1,2230,120.94965277777777
12500,0.02960997074842453,2048,256,0.09271090477705002,0.24999642372131348,0.8152204155921936,8.27684211730957,-0.007363663986325264,0.65625,0.04147347169055138,0.78662109375,0.0,1,2230,120.94965277777777
12750,0.007667715661227703,2048,256,0.09777045249938965,0.25627222657203674,0.8206929564476013,9.623334884643555,-0.03051946498453617,0.6484375,0.03701568096585106,0.78662109375,0.0,1,2230,120.94965277777777
13000,0.021155597642064095,2048,256,0.10150168091058731,0.27564436197280884,0.8497734665870667,8.93389892578125,-0.038447849452495575,0.6484375,0.0441191494683153,0.78662109375,0.0,1,2230,120.94965277777777
13250,0.029479021206498146,2048,256,0.09542864561080933,0.25093069672584534,0.9068704843521118,10.937006950378418,-0.019619721919298172,0.62109375,0.04758989041874884,0.78662109375,0.0,1,2230,120.94965277777777
13500,0.1430613100528717,2048,256,0.09863954782485962,0.252102255821228,0.9178609848022461,10.501472473144531,-0.005453732330352068,0.6484375,0.041551207985321525,0.78662109375,0.0,1,2230,120.94965277777777
13750,0.0033483062870800495,2048,256,0.10453326255083084,0.2531110942363739,0.985607385635376,11.421554565429688,0.010477249510586262,0.64453125,0.04371857061050832,0.78662109375,0.0,1,2230,120.94965277777777
14000,0.08177752047777176,2048,256,0.09529397636651993,0.2599114179611206,0.828432559967041,8.760509490966797,-0.01762276515364647,0.66796875,0.03965448678354733,0.78662109375,0.0,1,2230,120.94965277777777
14250,0.013037202879786491,2048,256,0.09915407001972198,0.25612306594848633,0.9724294543266296,11.265619277954102,-0.011636728420853615,0.64453125,0.03954238846927183,0.78662109375,0.0,1,2230,120.94965277777777
14500,0.2610778212547302,2048,256,0.10762648284435272,0.25913387537002563,0.9177504181861877,9.988515853881836,0.02501298114657402,0.640625,0.036987790699640755,0.78662109375,0.0,1,2230,120.94965277777777
14750,0.00752625847235322,2048,256,0.10311426967382431,0.25224214792251587,0.9069679975509644,10.359617233276367,0.0037562591023743153,0.6171875,0.04790018509083893,0.78662109375,0.0,1,2230,120.94965277777777
15000,0.09724937379360199,2048,256,0.0962524265050888,0.2592926621437073,0.8039788007736206,7.630646228790283,-0.023542514070868492,0.66015625,0.034360179779469036,0.78662109375,0.0,1,2230,120.94965277777777
15250,0.349858820438385,2048,256,0.09566526114940643,0.24340610206127167,0.887830913066864,10.447243690490723,0.00020679505541920662,0.64453125,0.04037692661222536,0.78662109375,0.0,1,2230,120.94965277777777
15500,0.015071163885295391,2048,256,0.09792604297399521,0.24836747348308563,0.8675224781036377,10.1072416305542,0.0047804852947592735,0.640625,0.04092700014007278,0.78662109375,0.0,1,2230,120.94965277777777
15750,0.004778770729899406,2048,256,0.0922393873333931,0.2459639310836792,0.7747607231140137,8.715336799621582,-0.007337973918765783,0.65234375,0.041916720365406945,0.78662109375,0.0,1,2230,120.94965277777777
16000,0.025374745950102806,2048,256,0.09143214672803879,0.24411462247371674,0.7377573251724243,7.275296688079834,-0.013440478593111038,0.6640625,0.03666110360791208,0.78662109375,0.0,1,2230,120.94965277777777
16250,0.104494109749794,2048,256,0.10035659372806549,0.2435837984085083,0.8404548168182373,9.693718910217285,0.021975666284561157,0.6484375,0.043427880729723256,0.78662109375,0.0,1,2230,120.94965277777777
16500,0.02448972314596176,2048,256,0.09270462393760681,0.24019749462604523,0.8040516376495361,9.510302543640137,-0.03699183464050293,0.640625,0.039384804884321056,0.78662109375,0.0,1,2230,120.94965277777777
16750,0.27308666706085205,2048,256,0.09557574987411499,0.24571384489536285,0.9566220641136169,11.582802772521973,-0.009808287024497986,0.65234375,0.03997052257909672,0.78662109375,0.0,1,2230,120.94965277777777
17000,0.01626071333885193,2048,256,0.0946086198091507,0.248855859041214,0.8785431981086731,10.337841033935547,-0.021330688148736954,0.640625,0.04105579762835987,0.78662109375,0.0,1,2230,120.94965277777777
17250,0.12804096937179565,2048,256,0.10101435333490372,0.24341969192028046,0.9298147559165955,11.197436332702637,0.015162147581577301,0.671875,0.03669883457769174,0.78662109375,0.0,1,2230,120.94965277777777
17500,0.00846153311431408,2048,256,0.10968446731567383,0.29811930656433105,1.1221163272857666,13.127991676330566,-0.029363829642534256,0.6484375,0.04195364819315728,0.78662109375,0.0,1,2230,120.94965277777777
17750,0.08582641929388046,2048,256,0.09536531567573547,0.24390937387943268,0.92685467004776,11.197785377502441,-0.00916428491473198,0.66015625,0.040584401627711486,0.78662109375,0.0,1,2230,120.94965277777777
18000,0.08510996401309967,2048,256,0.09438546001911163,0.2536332905292511,0.78603196144104,8.450288772583008,-0.00810839980840683,0.640625,0.040438146475935355,0.78662109375,0.0,1,2230,120.94965277777777
18250,0.038079261779785156,2048,256,0.0943668931722641,0.24806788563728333,0.88006591796875,10.400513648986816,-0.019213417544960976,0.66015625,0.037310217041522264,0.78662109375,0.0,1,2230,120.94965277777777
18500,0.014882520772516727,2048,256,0.0988910049200058,0.2598171532154083,1.0361380577087402,12.441004753112793,-0.021826721727848053,0.67578125,0.03689317460521124,0.78662109375,0.0,1,2230,120.94965277777777
18750,0.10812032967805862,2048,256,0.09472252428531647,0.24261273443698883,0.8679475784301758,10.438438415527344,0.006927077658474445,0.63671875,0.04150409533758648,0.78662109375,0.0,1,2230,120.94965277777777
19000,0.0976831316947937,2048,256,0.09490394592285156,0.24908104538917542,0.853074848651886,10.074187278747559,-0.01590217836201191,0.63671875,0.04232086593401618,0.78662109375,0.0,1,2230,120.94965277777777
19250,0.053152427077293396,2048,256,0.10220369696617126,0.2459450215101242,0.9010379314422607,10.840686798095703,0.015450754202902317,0.65234375,0.0408040382899344,0.78662109375,0.0,1,2230,120.94965277777777
19500,0.02110268920660019,2048,256,0.09321117401123047,0.24966903030872345,0.8272703289985657,9.260845184326172,-0.01467602327466011,0.640625,0.04110160711570643,0.78662109375,0.0,1,2230,120.94965277777777
19750,0.05840640515089035,2048,256,0.0964202880859375,0.2558555603027344,0.8796775937080383,10.0519380569458,-0.003957495559006929,0.65625,0.03729007006040774,0.78662109375,0.0,1,2230,120.94965277777777
20000,0.33037272095680237,2048,256,0.09346286207437515,0.2514299154281616,0.811630129814148,8.4741792678833,0.002637113444507122,0.66015625,0.03834729395748582,0.78662109375,0.0,1,2230,120.94965277777777
20250,0.006626489572227001,2048,256,0.09851860255002975,0.24997378885746002,0.9070917963981628,10.494304656982422,0.008130747824907303,0.65625,0.03439966344740242,0.78662109375,0.0,1,2230,120.94965277777777
20500,0.04045895114541054,2048,256,0.09718619287014008,0.2501033842563629,0.871250569820404,8.656573295593262,0.01685614138841629,0.64453125,0.03650098541402258,0.78662109375,0.0,1,2230,120.94965277777777
20750,0.032428670674562454,2048,256,0.09461338073015213,0.24257639050483704,0.8257898092269897,9.933045387268066,0.009011203423142433,0.65234375,0.03766783818718977,0.78662109375,0.0,1,2230,120.94965277777777
21000,0.003616110421717167,2048,256,0.09194980561733246,0.2426104098558426,0.8677200675010681,10.317273139953613,-0.01169960293918848,0.671875,0.035665037867147475,0.78662109375,0.0,1,2230,120.94965277777777
21250,0.18018929660320282,2048,256,0.1048387661576271,0.2719665765762329,0.9057022333145142,9.502326011657715,0.011275868862867355,0.671875,0.041113599232630804,0.78662109375,0.0,1,2230,120.94965277777777
21500,0.011498620733618736,2048,256,0.09849691390991211,0.2601223886013031,0.80912184715271,7.721912384033203,0.00854942575097084,0.6796875,0.035097206840873696,0.78662109375,0.0,1,2230,120.94965277777777
21750,0.03027915395796299,2048,256,0.09521247446537018,0.2516363263130188,0.9594686031341553,11.389679908752441,-0.027081720530986786,0.6640625,0.03576012472331058,0.78662109375,0.0,1,2230,120.94965277777777
22000,0.0032856473699212074,2048,256,0.09481604397296906,0.24701595306396484,0.8916777968406677,10.405482292175293,-0.006627053953707218,0.671875,0.036786847122129984,0.78662109375,0.0,1,2230,120.94965277777777
22250,0.07844103127717972,2048,256,0.09319145977497101,0.2445724904537201,0.947477400302887,11.631284713745117,-0.022256311029195786,0.68359375,0.03613660577684641,0.78662109375,0.0,1,2230,120.94965277777777
22500,0.13629968464374542,2048,256,0.09528443217277527,0.24945537745952606,0.8999552726745605,10.718070030212402,-0.016967037692666054,0.66796875,0.038142517805681564,0.78662109375,0.0,1,2230,120.94965277777777
