step,training_loss,examples,groups,gain_log_mae,gain_log_rmse,gain_relative_mae,gain_relative_rmse,gain_prediction_bias_log,top1_accuracy,mean_selection_regret_log,positive_target_fraction,plane_count_min,plane_count_max,plane_count_mean,threshold_2_predicted_pass_fraction,threshold_2_true_pass_fraction,threshold_2_precision,threshold_2_recall,threshold_5_predicted_pass_fraction,threshold_5_true_pass_fraction,threshold_5_precision,threshold_5_recall,threshold_10_predicted_pass_fraction,threshold_10_true_pass_fraction,threshold_10_precision,threshold_10_recall,threshold_50_predicted_pass_fraction,threshold_50_true_pass_fraction,threshold_50_precision,threshold_50_recall,threshold_100_predicted_pass_fraction,threshold_100_true_pass_fraction,threshold_100_precision,threshold_100_recall
1000,0.08484967797994614,4096,256,0.02583516389131546,0.159061998128891,0.5700170993804932,22.15773582458496,0.0011387524427846074,0.2578125,0.06130033997648621,0.2841796875,1,3391,138.15142463235293,0.15966796875,0.06298828125,0.1926605504587156,0.4883720930232558,0.07177734375,0.0400390625,0.24489795918367346,0.43902439024390244,0.0283203125,0.0283203125,0.39655172413793105,0.39655172413793105,0.008056640625,0.011962890625,0.6060606060606061,0.40816326530612246,0.004638671875,0.008056640625,0.631578947368421,0.36363636363636365
1100,0.022985028102993965,4096,256,0.03944285959005356,0.1730688363313675,0.48022738099098206,22.214689254760742,0.016300570219755173,0.234375,0.0787596876311083,0.2841796875,1,3391,138.15142463235293,0.233642578125,0.06298828125,0.14733542319749215,0.5465116279069767,0.138427734375,0.0400390625,0.15167548500881833,0.524390243902439,0.086669921875,0.0283203125,0.17746478873239438,0.5431034482758621,0.015625,0.011962890625,0.390625,0.5102040816326531,0.0087890625,0.008056640625,0.5,0.5454545454545454
1200,0.0020111745689064264,4096,256,0.031101044267416,0.16211876273155212,0.47425517439842224,22.30638313293457,0.0045675537548959255,0.24609375,0.0761122091409474,0.2841796875,1,3391,138.15142463235293,0.183837890625,0.06298828125,0.17131474103585656,0.5,0.1044921875,0.0400390625,0.1822429906542056,0.47560975609756095,0.049072265625,0.0283203125,0.25870646766169153,0.4482758620689655,0.010986328125,0.011962890625,0.5111111111111111,0.46938775510204084,0.005859375,0.008056640625,0.5833333333333334,0.42424242424242425
1300,0.005121882073581219,4096,256,0.034000214189291,0.19072258472442627,0.7782506942749023,23.85593605041504,0.013905283994972706,0.25390625,0.07998758307347753,0.2841796875,1,3391,138.15142463235293,0.157470703125,0.06298828125,0.1875968992248062,0.4689922480620155,0.102783203125,0.0400390625,0.20190023752969122,0.5182926829268293,0.063232421875,0.0283203125,0.2471042471042471,0.5517241379310345,0.012451171875,0.011962890625,0.5098039215686274,0.5306122448979592,0.0087890625,0.008056640625,0.5555555555555556,0.6060606060606061
1400,0.021155403926968575,4096,256,0.040542617440223694,0.17116667330265045,0.47712209820747375,22.107826232910156,0.019701054319739342,0.23828125,0.07876626984624391,0.2841796875,1,3391,138.15142463235293,0.2314453125,0.06298828125,0.14767932489451477,0.5426356589147286,0.152099609375,0.0400390625,0.1508828250401284,0.573170731707317,0.10595703125,0.0283203125,0.15898617511520738,0.5948275862068966,0.013916015625,0.011962890625,0.49122807017543857,0.5714285714285714,0.00830078125,0.008056640625,0.5588235294117647,0.5757575757575758
1500,0.0002804629039019346,4096,256,0.026736458763480186,0.1597103774547577,0.5115971565246582,21.42876625061035,0.00412415899336338,0.25,0.08601098384268635,0.2841796875,1,3391,138.15142463235293,0.141845703125,0.06298828125,0.1962134251290878,0.4418604651162791,0.08544921875,0.0400390625,0.22,0.4695121951219512,0.0400390625,0.0283203125,0.3475609756097561,0.49137931034482757,0.009765625,0.011962890625,0.6,0.4897959183673469,0.006103515625,0.008056640625,0.6,0.45454545454545453
1600,0.0020413827151060104,4096,256,0.02381213940680027,0.2999497652053833,402.018310546875,21751.03125,-0.00388466939330101,0.26171875,0.07207867711416593,0.2841796875,1,3391,138.15142463235293,0.01416015625,0.06298828125,0.7586206896551724,0.17054263565891473,0.00927734375,0.0400390625,0.8421052631578947,0.1951219512195122,0.006103515625,0.0283203125,0.88,0.1896551724137931,0.00390625,0.011962890625,0.75,0.24489795918367346,0.003173828125,0.008056640625,0.8461538461538461,0.3333333333333333
1700,0.009060308337211609,4096,256,0.02233731374144554,0.2230336219072342,0.47528648376464844,22.568679809570312,-0.022336605936288834,0.296875,0.06351737420424097,0.2841796875,1,3391,138.15142463235293,0.0,0.06298828125,0.0,0.0,0.0,0.0400390625,0.0,0.0,0.0,0.0283203125,0.0,0.0,0.0,0.011962890625,0.0,0.0,0.0,0.008056640625,0.0,0.0
1800,0.00028018830926157534,4096,256,0.02229485847055912,0.22256019711494446,0.47524210810661316,22.568389892578125,-0.022291138768196106,0.30078125,0.06321269177657296,0.2841796875,1,3391,138.15142463235293,0.000732421875,0.06298828125,1.0,0.011627906976744186,0.00048828125,0.0400390625,1.0,0.012195121951219513,0.000244140625,0.0283203125,1.0,0.008620689655172414,0.0,0.011962890625,0.0,0.0,0.0,0.008056640625,0.0,0.0
1900,0.017670128494501114,4096,256,0.022786807268857956,0.22983847558498383,1.5178741216659546,60.5890007019043,-0.016950180754065514,0.3125,0.06323453316342675,0.2841796875,1,3391,138.15142463235293,0.001220703125,0.06298828125,1.0,0.01937984496124031,0.001220703125,0.0400390625,1.0,0.03048780487804878,0.001220703125,0.0283203125,1.0,0.04310344827586207,0.0009765625,0.011962890625,1.0,0.08163265306122448,0.0009765625,0.008056640625,0.75,0.09090909090909091
2000,0.002176418201997876,4096,256,0.021954163908958435,0.21402212977409363,0.47539079189300537,22.56254768371582,-0.0211070217192173,0.3046875,0.06462556148601362,0.2841796875,1,3391,138.15142463235293,0.001708984375,0.06298828125,0.7142857142857143,0.01937984496124031,0.001220703125,0.0400390625,1.0,0.03048780487804878,0.001220703125,0.0283203125,1.0,0.04310344827586207,0.000732421875,0.011962890625,1.0,0.061224489795918366,0.000732421875,0.008056640625,0.6666666666666666,0.06060606060606061
2100,0.00023503256670664996,4096,256,0.020546860992908478,0.17302413284778595,0.473865270614624,22.133209228515625,-0.01291111670434475,0.2890625,0.06617162221702966,0.2841796875,1,3391,138.15142463235293,0.034423828125,0.06298828125,0.41134751773049644,0.2248062015503876,0.019287109375,0.0400390625,0.4936708860759494,0.23780487804878048,0.01123046875,0.0283203125,0.6304347826086957,0.25,0.003662109375,0.011962890625,0.7333333333333333,0.22448979591836735,0.00244140625,0.008056640625,0.8,0.24242424242424243
2200,0.001831715228036046,4096,256,0.021730052307248116,0.21878010034561157,0.5250961184501648,22.94333839416504,-0.01921185664832592,0.28515625,0.06836608890482676,0.2841796875,1,3391,138.15142463235293,0.001220703125,0.06298828125,1.0,0.01937984496124031,0.001220703125,0.0400390625,1.0,0.03048780487804878,0.0009765625,0.0283203125,1.0,0.034482758620689655,0.0009765625,0.011962890625,1.0,0.08163265306122448,0.000732421875,0.008056640625,0.6666666666666666,0.06060606060606061
2300,0.0036209013778716326,4096,256,0.02216700278222561,0.21961645781993866,1.0957180261611938,41.91440200805664,-0.01710374467074871,0.265625,0.07035999586735198,0.2841796875,1,3391,138.15142463235293,0.00146484375,0.06298828125,1.0,0.023255813953488372,0.001220703125,0.0400390625,1.0,0.03048780487804878,0.001220703125,0.0283203125,1.0,0.04310344827586207,0.0009765625,0.011962890625,1.0,0.08163265306122448,0.0009765625,0.008056640625,0.75,0.09090909090909091
2400,0.002966402331367135,4096,256,0.021684909239411354,0.2080802023410797,0.4758741855621338,22.55034065246582,-0.020201344043016434,0.2734375,0.06631697459561092,0.2841796875,1,3391,138.15142463235293,0.004638671875,0.06298828125,0.6842105263157895,0.050387596899224806,0.00244140625,0.0400390625,0.7,0.042682926829268296,0.00146484375,0.0283203125,1.0,0.05172413793103448,0.0009765625,0.011962890625,1.0,0.08163265306122448,0.000732421875,0.008056640625,0.6666666666666666,0.06060606060606061
2500,0.22454477846622467,4096,256,0.025956567376852036,0.16027167439460754,0.49559247493743896,22.195646286010742,-0.00022736680693924427,0.25,0.08869132039098115,0.2841796875,1,3391,138.15142463235293,0.142333984375,0.06298828125,0.19210977701543738,0.43410852713178294,0.079345703125,0.0400390625,0.2246153846153846,0.4451219512195122,0.034423828125,0.0283203125,0.3404255319148936,0.41379310344827586,0.00732421875,0.011962890625,0.6666666666666666,0.40816326530612246,0.0048828125,0.008056640625,0.7,0.42424242424242425
2600,0.0018538887379691005,4096,256,0.021450813859701157,0.1644785851240158,0.48980143666267395,22.302305221557617,-0.007884747348725796,0.2421875,0.08893388952191383,0.2841796875,1,3391,138.15142463235293,0.089111328125,0.06298828125,0.2493150684931507,0.35271317829457366,0.034912109375,0.0400390625,0.4125874125874126,0.3597560975609756,0.01806640625,0.0283203125,0.5135135135135135,0.3275862068965517,0.00537109375,0.011962890625,0.7272727272727273,0.32653061224489793,0.003173828125,0.008056640625,0.8461538461538461,0.3333333333333333
2700,0.024122169241309166,4096,256,0.019105374813079834,0.16556967794895172,0.47131937742233276,22.304973602294922,-0.011282341554760933,0.23046875,0.09236198765819648,0.2841796875,1,3391,138.15142463235293,0.027099609375,0.06298828125,0.45045045045045046,0.1937984496124031,0.01806640625,0.0400390625,0.5405405405405406,0.24390243902439024,0.01318359375,0.0283203125,0.5925925925925926,0.27586206896551724,0.004150390625,0.011962890625,0.7647058823529411,0.2653061224489796,0.003173828125,0.008056640625,0.6923076923076923,0.2727272727272727
2800,0.007330482359975576,4096,256,0.020211111754179,0.19129668176174164,0.4879963994026184,22.52249526977539,-0.01768605224788189,0.25390625,0.07642335077291573,0.2841796875,1,3391,138.15142463235293,0.006591796875,0.06298828125,0.8148148148148148,0.08527131782945736,0.00341796875,0.0400390625,0.9285714285714286,0.07926829268292683,0.002197265625,0.0283203125,1.0,0.07758620689655173,0.001708984375,0.011962890625,1.0,0.14285714285714285,0.001220703125,0.008056640625,0.8,0.12121212121212122
2900,0.0011248147347941995,4096,256,0.028158102184534073,0.17400409281253815,0.7114582657814026,24.347511291503906,0.006211430765688419,0.25,0.07951403349096875,0.2841796875,1,3391,138.15142463235293,0.13427734375,0.06298828125,0.20727272727272728,0.4418604651162791,0.089111328125,0.0400390625,0.20821917808219179,0.4634146341463415,0.047607421875,0.0283203125,0.30256410256410254,0.5086206896551724,0.010009765625,0.011962890625,0.6341463414634146,0.5306122448979592,0.0068359375,0.008056640625,0.5357142857142857,0.45454545454545453
3000,0.0028278997633606195,4096,256,0.019627466797828674,0.173558309674263,0.6824043989181519,24.571802139282227,-0.010408367961645126,0.2578125,0.07966418025324895,0.2841796875,1,3391,138.15142463235293,0.0205078125,0.06298828125,0.5595238095238095,0.1821705426356589,0.013427734375,0.0400390625,0.6545454545454545,0.21951219512195122,0.00927734375,0.0283203125,0.8157894736842105,0.2672413793103448,0.00390625,0.011962890625,0.6875,0.22448979591836735,0.003662109375,0.008056640625,0.6666666666666666,0.30303030303030304
3100,0.0007114584441296756,4096,256,0.020596561953425407,0.16516180336475372,0.5629124045372009,22.812915802001953,-0.007536932360380888,0.25,0.08312733507239312,0.2841796875,1,3391,138.15142463235293,0.046875,0.06298828125,0.359375,0.26744186046511625,0.0244140625,0.0400390625,0.48,0.2926829268292683,0.01708984375,0.0283203125,0.5285714285714286,0.31896551724137934,0.006103515625,0.011962890625,0.68,0.3469387755102041,0.003662109375,0.008056640625,0.7333333333333333,0.3333333333333333
3200,0.003374285064637661,4096,256,0.021829314529895782,0.16651521623134613,0.6037770509719849,22.997596740722656,-0.003932631108909845,0.24609375,0.07952892002230083,0.2841796875,1,3391,138.15142463235293,0.073974609375,0.06298828125,0.29042904290429045,0.34108527131782945,0.03369140625,0.0400390625,0.4420289855072464,0.3719512195121951,0.01904296875,0.0283203125,0.5641025641025641,0.3793103448275862,0.0068359375,0.011962890625,0.6785714285714286,0.3877551020408163,0.005126953125,0.008056640625,0.6666666666666666,0.42424242424242425
3300,0.002493749838322401,4096,256,0.02384999580681324,0.17229586839675903,0.7990337014198303,27.329029083251953,0.00016667763702571392,0.25390625,0.07622748949791269,0.2841796875,1,3391,138.15142463235293,0.10498046875,0.06298828125,0.23255813953488372,0.3875968992248062,0.057373046875,0.0400390625,0.30638297872340425,0.43902439024390244,0.02587890625,0.0283203125,0.46226415094339623,0.4224137931034483,0.0078125,0.011962890625,0.65625,0.42857142857142855,0.005615234375,0.008056640625,0.6521739130434783,0.45454545454545453
3400,0.0017446321435272694,4096,256,0.02290632575750351,0.1606396585702896,0.5014114379882812,22.389102935791016,-0.00438665971159935,0.24609375,0.082002200607735,0.2841796875,1,3391,138.15142463235293,0.111572265625,0.06298828125,0.21444201312910285,0.3798449612403101,0.051025390625,0.0400390625,0.31100478468899523,0.39634146341463417,0.02294921875,0.0283203125,0.4787234042553192,0.3879310344827586,0.00634765625,0.011962890625,0.6923076923076923,0.3673469387755102,0.004638671875,0.008056640625,0.6842105263157895,0.3939393939393939
3500,0.03912777453660965,4096,256,0.019468732178211212,0.18406353890895844,0.7282901406288147,26.7591495513916,-0.014584553427994251,0.234375,0.0829428612675569,0.2841796875,1,3391,138.15142463235293,0.009033203125,0.06298828125,0.6756756756756757,0.09689922480620156,0.005615234375,0.0400390625,0.9565217391304348,0.13414634146341464,0.004150390625,0.0283203125,0.9411764705882353,0.13793103448275862,0.002197265625,0.011962890625,1.0,0.1836734693877551,0.002197265625,0.008056640625,0.8888888888888888,0.24242424242424243
3600,0.006636130157858133,4096,256,0.026482300832867622,0.1649625301361084,0.5000300407409668,21.988922119140625,0.0022345329634845257,0.25,0.07764031309210662,0.2841796875,1,3391,138.15142463235293,0.111328125,0.06298828125,0.20614035087719298,0.3643410852713178,0.061279296875,0.0400390625,0.2589641434262948,0.39634146341463417,0.035400390625,0.0283203125,0.35172413793103446,0.4396551724137931,0.009521484375,0.011962890625,0.6153846153846154,0.4897959183673469,0.006591796875,0.008056640625,0.5925925925925926,0.48484848484848486
3700,0.04849448800086975,4096,256,0.020387178286910057,0.15899558365345,0.4886152446269989,22.358348846435547,-0.0081309974193573,0.2578125,0.07282327915925446,0.2841796875,1,3391,138.15142463235293,0.059814453125,0.06298828125,0.3020408163265306,0.2868217054263566,0.030029296875,0.0400390625,0.43089430894308944,0.3231707317073171,0.01904296875,0.0283203125,0.47435897435897434,0.31896551724137934,0.00537109375,0.011962890625,0.7727272727272727,0.3469387755102041,0.00390625,0.008056640625,0.875,0.42424242424242425
3800,0.0016940233763307333,4096,256,0.021148499101400375,0.1606241762638092,0.5191940665245056,22.492630004882812,-0.005597585812211037,0.23046875,0.08318467890365167,0.2841796875,1,3391,138.15142463235293,0.063232421875,0.06298828125,0.30115830115830117,0.3023255813953488,0.030029296875,0.0400390625,0.45528455284552843,0.34146341463414637,0.01904296875,0.0283203125,0.5,0.33620689655172414,0.00634765625,0.011962890625,0.6923076923076923,0.3673469387755102,0.00439453125,0.008056640625,0.7777777777777778,0.42424242424242425
3900,0.030632678419351578,4096,256,0.03202979639172554,0.1580914705991745,0.4851803779602051,22.32501792907715,0.008257145062088966,0.23828125,0.0776127223583698,0.2841796875,1,3391,138.15142463235293,0.1865234375,0.06298828125,0.1662303664921466,0.49224806201550386,0.1220703125,0.0400390625,0.17,0.5182926829268293,0.0712890625,0.0283203125,0.2191780821917808,0.5517241379310345,0.01123046875,0.011962890625,0.5434782608695652,0.5102040816326531,0.006591796875,0.008056640625,0.5925925925925926,0.48484848484848486
4000,0.00027368273003958166,4096,256,0.023301439359784126,0.22549431025981903,10.81759262084961,550.5906372070312,-0.0010145911946892738,0.25390625,0.0776817809165804,0.2841796875,1,3391,138.15142463235293,0.047119140625,0.06298828125,0.41968911917098445,0.313953488372093,0.025146484375,0.0400390625,0.5631067961165048,0.35365853658536583,0.0166015625,0.0283203125,0.6176470588235294,0.3620689655172414,0.006591796875,0.011962890625,0.7037037037037037,0.3877551020408163,0.005615234375,0.008056640625,0.6521739130434783,0.45454545454545453
