step,training_loss,examples,groups,gain_log_mae,gain_log_rmse,gain_relative_mae,gain_relative_rmse,gain_prediction_bias_log,top1_accuracy,mean_selection_regret_log,positive_target_fraction,negative_prediction_fraction,plane_count_min,plane_count_max,plane_count_mean
10750,0.03614964708685875,2048,256,0.0976695716381073,0.24807459115982056,0.9138916730880737,11.063420295715332,0.0011306568048894405,0.6484375,0.04533343458024319,0.78662109375,0.24169921875,1,320,53.97404609723029
11000,0.02410949021577835,2048,256,0.0967307835817337,0.24621929228305817,0.8582463264465332,10.10873794555664,0.006052800454199314,0.65625,0.04085007955200126,0.78662109375,0.1005859375,1,320,53.97404609723029
11250,0.01073718536645174,2048,256,0.10166037082672119,0.25542885065078735,0.83309006690979,8.033872604370117,0.018749527633190155,0.65625,0.0406119281788051,0.78662109375,0.0439453125,1,320,53.97404609723029
11500,0.019105294719338417,2048,256,0.10298196971416473,0.25250428915023804,0.8869763612747192,10.792190551757812,0.021312540397047997,0.640625,0.043030186737269105,0.78662109375,0.140625,1,320,53.97404609723029
11750,0.011487712152302265,2048,256,0.10179996490478516,0.25266233086586,0.9400516748428345,11.208024024963379,-0.004580439534038305,0.64453125,0.03692495638006221,0.78662109375,0.05712890625,1,320,53.97404609723029
12000,0.006660939194262028,2048,256,0.10204078257083893,0.27684903144836426,0.981203556060791,9.651361465454102,0.022214721888303757,0.62890625,0.04829838201385428,0.78662109375,0.1552734375,1,320,53.97404609723029
12250,0.015874480828642845,2048,256,0.09971463680267334,0.25150224566459656,0.8613123893737793,10.068947792053223,0.002957204356789589,0.65234375,0.03883590698296757,0.78662109375,0.06787109375,1,320,53.97404609723029
12500,0.028966810554265976,2048,256,0.09537485241889954,0.25870075821876526,0.7770965099334717,7.69447135925293,-0.008502473123371601,0.64453125,0.042220461417855404,0.78662109375,0.26513671875,1,320,53.97404609723029
12750,0.004744326695799828,2048,256,0.09924612939357758,0.2574310600757599,0.8416602611541748,9.290656089782715,-0.0004155668430030346,0.6640625,0.03602528528426774,0.78662109375,0.06982421875,1,320,53.97404609723029
13000,0.014745905995368958,2048,256,0.11555503308773041,0.2721749544143677,0.8404763340950012,8.476083755493164,0.03536790609359741,0.6484375,0.04308944156218786,0.78662109375,0.095703125,1,320,53.97404609723029
13250,0.03691237047314644,2048,256,0.10015159845352173,0.2678554356098175,0.9393366575241089,11.757033348083496,-0.018838461488485336,0.65234375,0.03534432629294315,0.78662109375,0.18017578125,1,320,53.97404609723029
13500,0.1596674919128418,2048,256,0.10234221071004868,0.25125786662101746,0.9342485666275024,10.891569137573242,-0.0016689901240170002,0.640625,0.03752492388503015,0.78662109375,0.22802734375,1,320,53.97404609723029
13750,0.006470540538430214,2048,256,0.10523229837417603,0.24891029298305511,0.9493873119354248,11.029866218566895,0.018405821174383163,0.6328125,0.041335826346767135,0.78662109375,0.1220703125,1,320,53.97404609723029
14000,0.09340056777000427,2048,256,0.09544210880994797,0.2580398619174957,0.8356351852416992,9.016786575317383,-0.006820437498390675,0.65625,0.04055432024961192,0.78662109375,0.19384765625,1,320,53.97404609723029
14250,0.03121444582939148,2048,256,0.09438508749008179,0.2479291558265686,0.9459798336029053,11.206910133361816,-0.01956372894346714,0.6640625,0.030743913695005176,0.78662109375,0.27783203125,1,320,53.97404609723029
14500,0.24000613391399384,2048,256,0.13622668385505676,0.2669679820537567,0.8915776014328003,9.020515441894531,0.08204935491085052,0.65625,0.03650912745069945,0.78662109375,0.06640625,1,320,53.97404609723029
14750,0.007707519456744194,2048,256,0.09520826488733292,0.24868535995483398,0.9241216778755188,11.11925220489502,-0.007279308512806892,0.65234375,0.043082299118395895,0.78662109375,0.2646484375,1,320,53.97404609723029
15000,0.11003328859806061,2048,256,0.10660834610462189,0.2703104615211487,0.9294036030769348,9.017366409301758,0.02915026806294918,0.65234375,0.04181447751034284,0.78662109375,0.11572265625,1,320,53.97404609723029
15250,0.3784732222557068,2048,256,0.09349510073661804,0.24467827379703522,0.8934165239334106,10.286604881286621,-0.01844661682844162,0.66015625,0.03341015856767626,0.78662109375,0.265625,1,320,53.97404609723029
15500,0.01577499881386757,2048,256,0.11277628690004349,0.25014975666999817,0.9506200551986694,11.259543418884277,0.027568204328417778,0.65625,0.0441517035542347,0.78662109375,0.19482421875,1,320,53.97404609723029
15750,0.007729861419647932,2048,256,0.10083115100860596,0.24522270262241364,0.797167181968689,9.104609489440918,0.018334059044718742,0.65625,0.047610208675905596,0.78662109375,0.1591796875,1,320,53.97404609723029
16000,0.031124548986554146,2048,256,0.0949474573135376,0.24745774269104004,0.8161509037017822,8.094240188598633,0.004465125501155853,0.65234375,0.040552154171564325,0.78662109375,0.16748046875,1,320,53.97404609723029
16250,0.04080815985798836,2048,256,0.09215284138917923,0.23411542177200317,0.8635990023612976,10.512205123901367,-0.0037624556571245193,0.63671875,0.03975935981270595,0.78662109375,0.1875,1,320,53.97404609723029
16500,0.027484336867928505,2048,256,0.09372474998235703,0.2424013912677765,0.9117358922958374,11.254188537597656,-0.020189963281154633,0.64453125,0.04039003830530419,0.78662109375,0.23828125,1,320,53.97404609723029
16750,0.2898065447807312,2048,256,0.10680048167705536,0.25596967339515686,0.9964679479598999,12.102629661560059,0.0013598711229860783,0.6328125,0.04050902312792459,0.78662109375,0.03369140625,1,320,53.97404609723029
17000,0.016894888132810593,2048,256,0.09668189287185669,0.25435879826545715,0.8400980234146118,9.43897533416748,0.003566056489944458,0.65625,0.03940081556993391,0.78662109375,0.29638671875,1,320,53.97404609723029
17250,0.12607531249523163,2048,256,0.09581893682479858,0.24483998119831085,0.921654224395752,11.398396492004395,-0.001868566730991006,0.6328125,0.04326822630446259,0.78662109375,0.19384765625,1,320,53.97404609723029
17500,0.007391957566142082,2048,256,0.10327276587486267,0.28734564781188965,1.0986838340759277,13.087043762207031,-0.038207925856113434,0.65625,0.037963446694448066,0.78662109375,0.11865234375,1,320,53.97404609723029
17750,0.0592774897813797,2048,256,0.10434401035308838,0.2485271543264389,0.9280893206596375,11.13843059539795,0.010697348974645138,0.65234375,0.040785501165373717,0.78662109375,0.04931640625,1,320,53.97404609723029
18000,0.08564046025276184,2048,256,0.09471507370471954,0.2480027675628662,0.8490318059921265,9.09266185760498,0.001512336079031229,0.66015625,0.03809542924136622,0.78662109375,0.119140625,1,320,53.97404609723029
18250,0.05875205993652344,2048,256,0.09502236545085907,0.2529539167881012,0.928673505783081,11.083877563476562,-0.017346849665045738,0.65625,0.03718293574638665,0.78662109375,0.13330078125,1,320,53.97404609723029
18500,0.017109127715229988,2048,256,0.09940826147794724,0.2695506811141968,1.0112981796264648,12.026800155639648,-0.02668033167719841,0.6484375,0.04117356935603311,0.78662109375,0.2255859375,1,320,53.97404609723029
18750,0.08969143778085709,2048,256,0.10511614382266998,0.2630540132522583,0.907524049282074,10.80319881439209,-0.051220208406448364,0.58984375,0.043182391312257096,0.78662109375,0.3427734375,1,320,53.97404609723029
19000,0.10826612263917923,2048,256,0.09411437809467316,0.2508336901664734,0.908805251121521,11.086488723754883,-0.023096833378076553,0.6328125,0.041783075666899094,0.78662109375,0.291015625,1,320,53.97404609723029
19250,0.052297841757535934,2048,256,0.10302785784006119,0.2570790946483612,0.9704415798187256,11.948249816894531,0.0004446110688149929,0.66015625,0.040891029297199566,0.78662109375,0.08154296875,1,320,53.97404609723029
19500,0.03962860256433487,2048,256,0.09633117914199829,0.24834011495113373,0.8642104864120483,9.89869213104248,0.009468977339565754,0.65234375,0.04003957731038099,0.78662109375,0.1552734375,1,320,53.97404609723029
19750,0.08206028491258621,2048,256,0.0944775938987732,0.2466217428445816,0.8539720773696899,10.260416030883789,0.004945873748511076,0.65234375,0.04137430290938937,0.78662109375,0.154296875,1,320,53.97404609723029
20000,0.49046653509140015,2048,256,0.10823751986026764,0.2676597833633423,0.8453404903411865,7.901138782501221,0.039979808032512665,0.63671875,0.03954254623658926,0.78662109375,0.12353515625,1,320,53.97404609723029
20250,0.008254697546362877,2048,256,0.10540639609098434,0.25396570563316345,0.9146941304206848,10.463628768920898,0.022451777011156082,0.66015625,0.03836988952753018,0.78662109375,0.08837890625,1,320,53.97404609723029
20500,0.01560655515640974,2048,256,0.09207223355770111,0.23787067830562592,0.7747342586517334,9.3653564453125,0.01191722508519888,0.640625,0.044834988431830425,0.78662109375,0.27294921875,1,320,53.97404609723029
20750,0.023309411481022835,2048,256,0.08922750502824783,0.23452457785606384,0.8578332662582397,10.714370727539062,-0.014454572461545467,0.66015625,0.041335236692248145,0.78662109375,0.2177734375,1,320,53.97404609723029
21000,0.002981000579893589,2048,256,0.09630174934864044,0.23914819955825806,0.8938515186309814,10.946015357971191,-0.01709895394742489,0.6328125,0.045372008713457035,0.78662109375,0.064453125,1,320,53.97404609723029
21250,0.17963020503520966,2048,256,0.11659896373748779,0.26126253604888916,0.8365877270698547,8.28565788269043,0.055266477167606354,0.66796875,0.04271989098924678,0.78662109375,0.12841796875,1,320,53.97404609723029
21500,0.008973177522420883,2048,256,0.09877485036849976,0.2566823959350586,0.8042846918106079,7.875600814819336,0.009758434258401394,0.65234375,0.041741085133253364,0.78662109375,0.1513671875,1,320,53.97404609723029
21750,0.014683271758258343,2048,256,0.09316885471343994,0.25161194801330566,0.9725426435470581,11.717808723449707,-0.030134279280900955,0.671875,0.03950983723188983,0.78662109375,0.3349609375,1,320,53.97404609723029
22000,0.0038632922805845737,2048,256,0.10270898044109344,0.24449816346168518,0.9475625157356262,11.414463996887207,0.013348120264708996,0.6484375,0.041311038020467095,0.78662109375,0.11083984375,1,320,53.97404609723029
22250,0.10133397579193115,2048,256,0.10022646188735962,0.2458992302417755,0.9967629909515381,12.141256332397461,-0.004114248789846897,0.640625,0.04765413941186125,0.78662109375,0.05712890625,1,320,53.97404609723029
